# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
233643955 0.94943,0.20628,0.00054
233648541 0.94790,0.20472,-0.00682
233653376 0.93799,0.21067,-0.01026
233657956 0.92516,0.21003,-0.01484
233662541 0.91482,0.20502,-0.02138
233667373 0.89923,0.21450,-0.01841
233671959 0.89432,0.21152,-0.02770
233676790 0.89620,0.21599,-0.03021
233681853 0.90051,0.21220,-0.03611
233686677 0.90707,0.20927,-0.03662
233691258 0.90290,0.20483,-0.03508
233695842 0.89794,0.20783,-0.03827
233700674 0.89661,0.20690,-0.04022
233705255 0.89132,0.20686,-0.03871
233710083 0.88305,0.20145,-0.03836
233714667 0.86923,0.20198,-0.02942
233719495 0.87306,0.20371,-0.02996
233724074 0.87251,0.20004,-0.01909
233728651 0.88263,0.19433,-0.01566
233733486 0.89471,0.19138,-0.01448
233738069 0.89733,0.19449,-0.01133
233742900 0.90243,0.19310,-0.00348
233747960 0.90765,0.18948,-0.00594
233752790 0.91093,0.18788,-0.00004
233757374 0.91431,0.18433,-0.00544
233762207 0.91312,0.18497,-0.00150
233766789 0.91860,0.18059,-0.00248
233771370 0.92338,0.18156,-0.00203
233776200 0.92429,0.18176,-0.00007
233780779 0.92469,0.17784,-0.00004
233785608 0.92974,0.17229,0.00712
233790187 0.92943,0.17425,0.00735
233795012 0.92996,0.17243,0.01228
233799592 0.92997,0.17225,0.00908
233804169 0.93413,0.17715,0.00926
233808994 0.93069,0.17698,0.00608
233814048 0.93412,0.17748,0.00557
233818877 0.93312,0.17407,0.00437
233823454 0.93456,0.17264,0.00290
233828281 0.93370,0.17690,-0.00156
233832859 0.93071,0.17686,0.00018
233837689 0.92801,0.17543,-0.00151
233842271 0.92610,0.16624,0.00375
233846849 0.92476,0.16514,0.00918
233851686 0.92192,0.16702,0.01287
233856270 0.92119,0.16804,0.01090
233861099 0.92217,0.17190,0.01381
233865682 0.92111,0.16973,0.01187
233870513 0.91557,0.16501,0.01490
233875093 0.91579,0.15992,0.01199
233879672 0.91651,0.16459,0.01170
233884984 0.91844,0.16267,0.00998
233889566 0.91762,0.16026,0.00779
233894395 0.92438,0.16882,0.00915
233898971 0.92631,0.16119,0.01044
233903804 0.93477,0.16755,0.01131
233908385 0.93861,0.16355,0.01477
233912964 0.94091,0.16354,0.01524
233917790 0.94777,0.15918,0.01327
233922372 0.94953,0.16592,0.01910
233927204 0.94772,0.16537,0.02158
233931788 0.94653,0.17143,0.02473
233936618 0.94595,0.17411,0.02520
233941203 0.94195,0.17085,0.02846
233945789 0.94152,0.17007,0.03044
233950623 0.94261,0.16612,0.03194
233955689 0.93895,0.17105,0.03044
233960526 0.94222,0.16977,0.03289
233965113 0.94047,0.17328,0.02943
233969951 0.93786,0.18050,0.02421
233974534 0.93751,0.17807,0.02325
233979371 0.93273,0.18262,0.01709
233983958 0.93456,0.18805,0.01506
233988547 0.92994,0.18884,0.01263
233993378 0.92893,0.18567,0.01168
233997965 0.92847,0.18575,0.00799
234002799 0.92379,0.18767,0.00972
234007384 0.92117,0.18958,0.01218
234012215 0.92285,0.18809,0.01317
234016801 0.92208,0.18470,0.01124
234021863 0.92261,0.18800,0.01711
234026696 0.92343,0.19043,0.01807
234031274 0.92934,0.18640,0.02323
234036107 0.92269,0.18580,0.02795
234040692 0.92116,0.18371,0.03389
234045525 0.92315,0.18033,0.03144
234050105 0.92256,0.18327,0.03142
234054944 0.92675,0.18236,0.02845
234059528 0.93382,0.17820,0.02820
234064114 0.93249,0.17727,0.02600
234068941 0.93609,0.17364,0.02404
234073523 0.93658,0.17836,0.02129
234078357 0.93454,0.18301,0.02126
234082942 0.93193,0.18505,0.01757
234087769 0.92207,0.18459,0.01616
234092828 0.92111,0.18554,0.01763
234097408 0.91639,0.18848,0.01714
234102243 0.91508,0.19214,0.01810
234106823 0.91651,0.18554,0.01717
234111651 0.92276,0.18460,0.01566
234116231 0.92258,0.18882,0.01316
234121064 0.92366,0.19066,0.00773
234125642 0.93108,0.18368,0.01316
234130226 0.93254,0.18176,0.01120
234135059 0.93438,0.18714,0.01212
234139641 0.93108,0.18916,0.00917
234144468 0.93767,0.18034,0.00945
234149053 0.93568,0.18384,0.00624
234153883 0.94063,0.18092,0.00525
234158946 0.93727,0.18434,0.00573
234163773 0.93723,0.18531,0.00597
234168354 0.93244,0.18428,0.00847
234172936 0.93230,0.18231,0.00873
234177769 0.93100,0.18566,0.01216
234182342 0.93028,0.18613,0.01314
234187175 0.92374,0.18309,0.01764
234191753 0.92174,0.18152,0.02185
234196578 0.92372,0.17793,0.02900
234201153 0.92146,0.18229,0.03144
234205732 0.92205,0.17938,0.02998
234210561 0.92850,0.17344,0.03295
234215144 0.93329,0.17450,0.02946
234219971 0.93316,0.18280,0.03087
234224552 0.93853,0.18101,0.02347
234229864 0.93822,0.18292,0.02567
234234448 0.94198,0.18116,0.01655
234239028 0.94091,0.17954,0.01215
234243862 0.94754,0.17509,0.01411
234248444 0.95067,0.17164,0.01511
234253274 0.94794,0.17116,0.01464
234257851 0.95153,0.17307,0.01706
234262681 0.95490,0.17467,0.02219
234267263 0.95826,0.17671,0.01871
234272093 0.95418,0.17545,0.02022
234276670 0.95187,0.17567,0.02122
234281251 0.94942,0.17908,0.02219
234286081 0.94608,0.18212,0.01750
234290662 0.93753,0.17810,0.01071
234295489 0.93361,0.18381,0.00748
234300549 0.93241,0.18001,0.00186
234305380 0.93037,0.17934,-0.00107
234309961 0.92784,0.17965,-0.00401
234314544 0.92232,0.18511,-0.00747
234319378 0.91984,0.18421,-0.01113
234323962 0.91773,0.19023,-0.00650
234328797 0.91728,0.18999,-0.00649
234333378 0.91670,0.18759,-0.00893
234338217 0.91795,0.19046,-0.00552
234342804 0.91653,0.19646,0.00009
234347387 0.91606,0.19131,0.00039
234352219 0.91611,0.19548,-0.00014
234356803 0.91010,0.19656,-0.00454
234361637 0.90779,0.19681,-0.00502
234366703 0.90375,0.19471,-0.00990
234371534 0.90590,0.19823,-0.01388
234376115 0.90276,0.19657,-0.01655
234380943 0.90747,0.19965,-0.02276
234385526 0.90736,0.19720,-0.03381
234390109 0.90960,0.19321,-0.03059
234394946 0.91520,0.19676,-0.03582
234399531 0.92055,0.18993,-0.03702
234404362 0.92169,0.19559,-0.03782
234408946 0.92662,0.18783,-0.04147
234413777 0.93010,0.19243,-0.03883
234418362 0.93306,0.18235,-0.03728
234422948 0.93388,0.17908,-0.03357
234427783 0.93370,0.18317,-0.03016
234432849 0.93844,0.17961,-0.02425
234437684 0.94075,0.17922,-0.01762
234442271 0.94135,0.17569,-0.01292
234447107 0.94183,0.17515,-0.01070
234451694 0.94022,0.17499,-0.00355
234456282 0.93337,0.17905,0.00113
234461114 0.93006,0.18091,0.00532
234465700 0.92648,0.17854,0.01274
234470536 0.92669,0.18421,0.01121
234475117 0.92195,0.18209,0.01815
234479949 0.92424,0.17699,0.01621
234484534 0.92469,0.17724,0.01621
234489367 0.92417,0.17871,0.01620
234493943 0.92265,0.17652,0.01524
234498526 0.92415,0.17382,0.01575
234503839 0.92400,0.18278,0.00952
234508423 0.92421,0.18326,0.01001
234513253 0.92319,0.18575,0.00802
234517836 0.92137,0.18527,0.00755
234522668 0.92358,0.18719,0.00948
234527254 0.92314,0.18670,0.00949
234531837 0.92412,0.18516,0.01270
234536668 0.92241,0.18766,0.01047
234541255 0.92542,0.18710,0.01365
234546088 0.92685,0.18550,0.01932
234550671 0.93082,0.18395,0.02324
234555506 0.92415,0.18385,0.02747
234560092 0.92661,0.18516,0.03482
234564678 0.92613,0.18568,0.03334
234569988 0.92187,0.18298,0.04471
234574570 0.92075,0.17679,0.04724
234579406 0.92297,0.18394,0.04568
234583985 0.92299,0.17826,0.04770
234588809 0.92153,0.18538,0.04691
234593392 0.92339,0.17948,0.04793
234598224 0.92182,0.17848,0.04869
234602806 0.91913,0.18245,0.04646
234607384 0.92233,0.18300,0.04373
234612216 0.91970,0.18016,0.03885
234616796 0.92244,0.18072,0.03587
234621625 0.92313,0.18083,0.03095
234626205 0.92430,0.18575,0.03040
234631037 0.92635,0.19148,0.02591
234635619 0.92691,0.18937,0.02174
234640679 0.93162,0.19214,0.01849
234645502 0.93534,0.19115,0.01921
234650078 0.93783,0.18126,0.02298
234654903 0.94238,0.17717,0.01979
234659480 0.94683,0.18053,0.02317
234664302 0.95393,0.17597,0.01899
234668879 0.95220,0.17857,0.02340
234673460 0.95006,0.17481,0.02714
234678288 0.95217,0.17928,0.02438
234682865 0.94780,0.17376,0.02987
234687695 0.94786,0.17768,0.03033
234692279 0.94277,0.17299,0.03139
234697109 0.94346,0.18378,0.03128
234701686 0.93867,0.18283,0.02985
234706267 0.93692,0.18089,0.02889
234711581 0.93784,0.18094,0.02667
234716166 0.93764,0.17510,0.02451
234720995 0.93760,0.17608,0.02475
234725578 0.93906,0.17417,0.02230
234730408 0.94199,0.17569,0.02029
234734992 0.94273,0.17992,0.01755
234739822 0.94166,0.17245,0.02254
234744404 0.94046,0.17378,0.01786
234748987 0.93990,0.17627,0.01612
234753818 0.94177,0.17545,0.02005
234758399 0.93820,0.17813,0.02079
234763233 0.93917,0.18236,0.01755
234767817 0.93609,0.17919,0.01710
234772651 0.93850,0.17673,0.01760
234777720 0.93582,0.18018,0.01660
234782304 0.93323,0.18158,0.01956
234787141 0.93158,0.18253,0.02079
234791724 0.92930,0.18751,0.01707
234796558 0.92811,0.18308,0.01810
234801143 0.92259,0.18841,0.02080
234805976 0.92380,0.18700,0.01809
234810564 0.92560,0.18795,0.01930
234815393 0.92349,0.18894,0.01906
234819977 0.92453,0.18597,0.02031
234824565 0.92767,0.18255,0.02008
234829403 0.92516,0.18741,0.02153
234833987 0.92687,0.17985,0.01986
234838821 0.92972,0.18296,0.02351
234843407 0.93210,0.18648,0.01977
234848724 0.92727,0.18647,0.01980
234853303 0.92932,0.18699,0.01855
234857890 0.92834,0.18306,0.01908
234862724 0.92518,0.18145,0.02502
234867313 0.92800,0.18547,0.02103
234872144 0.92557,0.17785,0.02161
234876729 0.92437,0.17901,0.02481
234881564 0.92417,0.17824,0.02629
234886150 0.92462,0.17857,0.02259
234890734 0.92261,0.17734,0.02262
234895573 0.91889,0.18344,0.02357
234900161 0.92054,0.18278,0.02037
234904996 0.91697,0.18544,0.02209
234909577 0.91781,0.18200,0.02211
234914409 0.91915,0.18266,0.02554
234919473 0.91888,0.17857,0.02214
234924302 0.92302,0.17867,0.01793
234928882 0.92196,0.17651,0.01574
234933464 0.92266,0.17658,0.01278
234938296 0.92252,0.17437,0.01280
234942876 0.92576,0.17399,0.00787
234947706 0.92968,0.16826,0.01232
234952287 0.93104,0.17423,0.00832
234957120 0.93454,0.16771,0.00418
234961699 0.94166,0.16789,0.00708
234966276 0.94323,0.16314,0.01130
234971107 0.94327,0.15693,0.01529
234975688 0.94438,0.16304,0.01621
234980519 0.94893,0.15851,0.02164
234985576 0.94854,0.15701,0.02288
234990404 0.94987,0.15796,0.02434
234994988 0.95014,0.15691,0.02755
234999570 0.95238,0.15310,0.02265
235004396 0.95214,0.15835,0.02875
235008977 0.94973,0.15559,0.03150
235013805 0.94642,0.15785,0.02904
235018388 0.94394,0.15689,0.02808
235023214 0.94212,0.15637,0.02957
235027793 0.94026,0.15687,0.02909
235032623 0.93765,0.15343,0.02913
235037207 0.93280,0.15384,0.03261
235041787 0.92989,0.15760,0.02865
235046619 0.92735,0.15785,0.02867
235051195 0.92697,0.15589,0.02869
235056504 0.92939,0.15317,0.02968
235061081 0.92836,0.15554,0.03311
235065909 0.92722,0.16069,0.03307
235070487 0.92683,0.15390,0.02969
235075066 0.92824,0.15820,0.03506
235079898 0.92995,0.16115,0.03453
235084482 0.92987,0.16309,0.03549
235089310 0.92586,0.16013,0.03604
235093890 0.92464,0.16703,0.03451
235098714 0.92438,0.16785,0.03056
235103295 0.92415,0.16786,0.03007
235107875 0.92583,0.17160,0.02757
235112702 0.92243,0.16519,0.02912
235117278 0.92154,0.16985,0.02860
235122581 0.92328,0.17245,0.02216
235127162 0.92189,0.16721,0.02616
235131987 0.92371,0.16775,0.02417
235136556 0.92515,0.16635,0.02073
235141381 0.92390,0.16345,0.01880
235145955 0.92766,0.16152,0.01781
235150530 0.93352,0.15870,0.02370
235155350 0.93324,0.15993,0.02320
235159927 0.93571,0.16147,0.02022
235164753 0.93477,0.16195,0.02071
235169328 0.93683,0.15680,0.02074
235174150 0.93878,0.15941,0.02489
235178725 0.94206,0.15797,0.02341
235183300 0.93589,0.16232,0.02636
235188129 0.93365,0.16622,0.02708
235193182 0.92744,0.16652,0.02441
235198011 0.92753,0.16429,0.02566
235202589 0.92405,0.16536,0.02149
235207414 0.92638,0.17012,0.01651
235211986 0.92474,0.17596,0.01868
235216564 0.92225,0.16997,0.01235
235221390 0.92373,0.17288,0.01379
235225967 0.92670,0.17352,0.00688
235230788 0.92390,0.17447,0.00836
235235367 0.92825,0.16955,0.00912
235240194 0.92724,0.17175,0.00935
235244771 0.92730,0.17043,0.00272
235249343 0.93110,0.17279,0.00686
235254172 0.92873,0.16909,0.00814
235258749 0.93131,0.16784,0.00912
235264059 0.93285,0.16409,0.01234
235268637 0.93160,0.16117,0.01139
235273468 0.93181,0.16164,0.01237
235278051 0.93442,0.17029,0.00907
235282880 0.93238,0.16987,0.00589
235287454 0.93563,0.16916,0.00514
235292038 0.93297,0.17207,0.00636
235296868 0.93400,0.17507,0.00387
235301455 0.93766,0.17529,0.00483
235306283 0.93126,0.17445,0.00930
235310869 0.93043,0.17230,0.00687
235315706 0.92901,0.17320,0.01056
235320293 0.92995,0.17261,0.01523
235324870 0.92899,0.17362,0.01375
235330181 0.92629,0.17203,0.01895
235334761 0.92748,0.16569,0.01777
235339593 0.92642,0.16908,0.01947
235344172 0.92822,0.16972,0.02363
235349004 0.92607,0.16620,0.02762
235353588 0.93136,0.16635,0.02118
235358173 0.92964,0.16333,0.02442
235363002 0.93102,0.16334,0.02441
235367586 0.93429,0.16244,0.02071
235372418 0.93353,0.16390,0.02095
235377000 0.93544,0.16759,0.02066
235381831 0.93583,0.16389,0.02167
235386417 0.93326,0.16490,0.02020
235391251 0.93817,0.16307,0.01428
235395837 0.93659,0.15717,0.01533
235400899 0.93530,0.16069,0.01137
235405729 0.93468,0.15891,0.01385
235410313 0.93019,0.15660,0.00750
235415144 0.93705,0.15767,0.00351
235419723 0.93984,0.15694,0.00375
235424556 0.93743,0.15941,0.00276
235429141 0.94072,0.15806,-0.00291
235433726 0.93835,0.16490,-0.00197
235438559 0.94034,0.16148,-0.00245
235443143 0.93957,0.16345,-0.00246
235447981 0.93541,0.16389,-0.00047
235452565 0.93710,0.16733,-0.00100
235457397 0.93516,0.16950,0.00047
235461983 0.93696,0.17050,-0.00005
235467292 0.93440,0.16577,0.00296
235471866 0.93235,0.16523,0.00520
235476450 0.93105,0.16849,0.01280
235481283 0.92848,0.16406,0.01384
235485867 0.93084,0.16258,0.01433
235490695 0.92760,0.16302,0.01632
235495278 0.92777,0.16445,0.01827
235500112 0.92453,0.16489,0.02026
235504696 0.92865,0.15998,0.02077
235509276 0.92933,0.15491,0.01736
235514107 0.92806,0.16297,0.01878
235518689 0.92954,0.16045,0.02174
235523519 0.93675,0.15851,0.02122
235528101 0.93701,0.15267,0.01930
235532931 0.93397,0.15895,0.02320
235537997 0.93593,0.15634,0.01928
235542583 0.93657,0.15174,0.02817
235547411 0.93853,0.15446,0.02715
235551991 0.93774,0.15116,0.03211
235556823 0.93742,0.14805,0.02869
235561408 0.93659,0.15112,0.03408
235566237 0.93721,0.14698,0.04371
235570819 0.93622,0.14330,0.04375
235575402 0.93549,0.14967,0.04394
235580234 0.93786,0.14801,0.04173
235584811 0.93844,0.14531,0.04175
235589641 0.93658,0.14576,0.04348
235594221 0.93839,0.14651,0.04297
235599051 0.93863,0.14628,0.04223
235603629 0.94385,0.14241,0.04002
235608939 0.94354,0.14447,0.03557
235613519 0.94423,0.14445,0.03655
235618100 0.93928,0.14754,0.02967
235622926 0.94050,0.15126,0.02766
235627502 0.94103,0.14981,0.02668
235632328 0.93872,0.15018,0.02104
235636905 0.93727,0.15186,0.02251
235641727 0.93909,0.15204,0.02545
235646302 0.93484,0.15487,0.01930
235650879 0.93112,0.15574,0.02423
235655703 0.93367,0.15530,0.02201
235660273 0.93517,0.15251,0.02621
235665096 0.93594,0.15063,0.02302
235669673 0.93356,0.15254,0.02523
235674978 0.93595,0.15569,0.02691
235679551 0.94034,0.15491,0.02910
235684128 0.94174,0.15974,0.03200
235688954 0.94043,0.15292,0.03010
235693530 0.93841,0.15704,0.03205
235698351 0.93850,0.16030,0.02907
235702930 0.93859,0.15835,0.02859
235707756 0.94289,0.15984,0.02757
235712333 0.94252,0.15792,0.02586
235717155 0.94521,0.15435,0.02096
235721733 0.94680,0.15492,0.01774
235726309 0.94903,0.15650,0.01280
235731138 0.94924,0.15185,0.01234
235735714 0.94116,0.15796,0.01283
235740541 0.93990,0.15544,0.00474
235745598 0.93519,0.15821,0.00130
235750426 0.93375,0.15969,0.00105
235755003 0.93162,0.15584,-0.00234
235759585 0.92704,0.15560,-0.00280
235764413 0.92843,0.15501,0.00162
235768994 0.92620,0.15360,-0.00081
235773821 0.92319,0.15408,-0.00055
235778399 0.92719,0.15181,0.00264
235783223 0.93174,0.15270,0.00679
235787796 0.92890,0.15463,0.00777
235792365 0.93155,0.15168,0.00828
235797190 0.93079,0.15337,0.00950
235801767 0.92944,0.15261,0.01074
235806590 0.92847,0.15378,0.01295
235811641 0.92895,0.15326,0.01443
235816470 0.93347,0.14963,0.01246
235821046 0.92966,0.15284,0.01123
235825875 0.93369,0.14987,0.01295
235830450 0.93398,0.14865,0.01247
235835026 0.93592,0.15158,0.01292
235839856 0.93781,0.15040,0.01095
235844433 0.93994,0.15436,0.00918
235849257 0.94099,0.15142,0.00920
235853835 0.93762,0.15493,0.00550
235858662 0.93742,0.15454,0.00108
235863238 0.93455,0.15184,0.00112
235867810 0.93754,0.15696,0.00253
235872635 0.93650,0.15461,-0.00187
235877212 0.93929,0.15348,0.00501
235882516 0.93552,0.15072,-0.00330
235887097 0.93369,0.15039,0.00015
235891922 0.93283,0.15429,0.00135
235896497 0.93405,0.15255,0.00259
235901075 0.93158,0.15120,0.00779
235905899 0.93030,0.15423,0.00383
235910478 0.92756,0.15365,0.00804
235915306 0.92463,0.15242,0.00782
235919885 0.92323,0.15247,0.01693
235924714 0.92443,0.15669,0.01443
235929294 0.92481,0.15864,0.01490
235933869 0.92426,0.16055,0.01734
235938700 0.92408,0.15419,0.01642
235943285 0.92445,0.15602,0.02255
235948111 0.92391,0.15255,0.02406
235953164 0.92943,0.15237,0.02132
235957991 0.93307,0.14794,0.02232
235962570 0.93282,0.14847,0.02084
235967399 0.93442,0.14874,0.01935
235971972 0.93954,0.14729,0.01860
235976550 0.94014,0.14953,0.01734
235981379 0.94504,0.15297,0.01679
235985960 0.94770,0.15546,0.01527
235990786 0.94783,0.15265,0.00939
235995363 0.94918,0.15304,0.01381
236000191 0.94900,0.15214,0.01013
236004816 0.94750,0.14938,0.01336
236009389 0.95007,0.15374,0.01577
236014217 0.94670,0.15208,0.01285
236019276 0.94476,0.14879,0.01781
236024102 0.94228,0.15297,0.01705
236028676 0.93791,0.15315,0.01979
236033503 0.93535,0.14840,0.02403
236038078 0.93551,0.14985,0.02475
236042658 0.93511,0.14829,0.02870
236047484 0.93228,0.15545,0.02620
236052063 0.93111,0.15593,0.02669
236056891 0.93073,0.15939,0.02568
236061469 0.93376,0.15327,0.02547
236066291 0.93388,0.15559,0.03111
236070868 0.93117,0.15431,0.03360
236075695 0.93497,0.15677,0.03306
236080274 0.93075,0.15338,0.03115
236084847 0.93466,0.15342,0.02964
236090153 0.93435,0.15542,0.02766
236094730 0.93626,0.15362,0.03160
236099558 0.93961,0.15084,0.02447
236104132 0.93791,0.15281,0.02397
236108962 0.93761,0.15459,0.02100
236113544 0.93766,0.15366,0.01880
236118122 0.93592,0.15672,0.01337
236122947 0.93551,0.15571,0.01486
236127526 0.93665,0.15058,0.01391
236132352 0.93589,0.15751,0.01090
236136930 0.93252,0.16123,0.00892
236141753 0.93724,0.15833,0.00695
236146335 0.93601,0.16021,0.01088
236150912 0.93975,0.15877,0.00964
236156217 0.94240,0.16124,0.00861
236160788 0.94254,0.15807,0.00815
236165615 0.93886,0.15802,0.00989
236170190 0.94052,0.16219,0.01009
236175013 0.93792,0.15844,0.01334
236179587 0.93864,0.15766,0.01531
236184415 0.93671,0.15956,0.01777
236188991 0.94129,0.16011,0.01527
236193569 0.94024,0.15255,0.01387
236198391 0.93910,0.15220,0.01831
236202969 0.93942,0.15530,0.02222
236207798 0.93751,0.15672,0.02443
236212378 0.93414,0.15495,0.02668
236217202 0.93544,0.15151,0.02744
236221782 0.93734,0.14998,0.03015
236226842 0.93583,0.15304,0.02472
236231668 0.93990,0.15471,0.02689
236236240 0.94259,0.15619,0.02662
236241064 0.94217,0.15527,0.02392
236245641 0.94029,0.15658,0.01999
236250466 0.93752,0.15648,0.02443
236255042 0.93572,0.15585,0.01928
236259622 0.93713,0.15521,0.01534
236264454 0.93475,0.15714,0.01632
236269038 0.93543,0.15202,0.01538
236273867 0.93636,0.15180,0.01439
236278452 0.93427,0.15262,0.01022
236283284 0.93822,0.15175,0.00528
236287871 0.93697,0.14871,0.00999
236292450 0.93335,0.14761,0.00412
236297764 0.93011,0.14769,0.01152
236302350 0.92732,0.14842,0.01153
236307185 0.92586,0.14502,0.01009
236311767 0.92828,0.14740,0.01350
236316601 0.92539,0.15055,0.01497
236321181 0.93023,0.15040,0.01100
236326013 0.93104,0.14754,0.00733
236330592 0.93452,0.14162,0.00909
236335171 0.93153,0.13627,0.00718
236340000 0.93548,0.13525,0.00914
236344580 0.93406,0.13622,0.00938
236349406 0.93653,0.13776,0.00640
236353988 0.93652,0.13253,0.00989
236358817 0.93496,0.13125,0.01262
236363880 0.93657,0.13082,0.02098
236368458 0.93517,0.12619,0.01955
